#ASVID	4.5_0	4.5_4	4.5_5	4.5_6	4.5_7	4.5_8	4.5_9	4.5_10	4.5_11	4.5_12	4.5_13	4.5_14	4.5_0.1	4.5_0.2	4.5_0.3	7.5_0	7.5_4	7.5_5	7.5_6	7.5_7	7.5_8	7.5_9	7.5_10	7.5_11	7.5_12	7.5_13	7.5_14	7.5_0.1	7.5_0.2	7.5_0.3	CM_0	CM_5	CM_6	CM_7	CM_8	CM_9	CM_10	CM_11	CM_0.1	CM_0.2	CM_0.3	LD_0	LD_4	LD_5	LD_6	LD_7	LD_8	LD_9	LD_10	LD_11	LD_12	LD_13	LD_0.1	LD_0.2	LD_0.3
ASV118	136	769	228	188	81	88	75	30	63	75	42	45	53	60	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	96	116	58	0	0	0	0	0	0	13	31	0	49
ASV119	142	315	336	219	40	0	0	25	27	30	18	22	433	400	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	63	161	303	205	237	139	141	115	83	65	71	209	209	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	4	0	0	0	0	0	60	679	945	339	122	41	43	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV122	50	0	0	0	0	0	0	0	71	566	1110	506	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV123	112	0	0	0	67	199	102	93	78	103	64	45	150	185	142	93	0	0	0	153	138	106	60	43	37	26	38	114	86	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV124	58	70	37	62	42	46	20	16	31	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	319	583	208	106	63	40	30	52	26	0	58	39	59
ASV125	0	0	0	0	0	99	0	0	0	0	48	0	67	60	40	78	0	0	0	0	0	0	0	0	0	0	0	84	67	86	146	86	299	235	53	70	51	91	126	100	154	57	0	0	0	62	0	0	61	39	0	0	0	0	0
ASV126	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	12	36	293	744	900	0	0	0	11	0	0	0	0	0	0	31	23	0	0	0	0	0
ASV127	139	0	0	0	95	367	119	94	88	97	70	87	185	235	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	65	0	27	35	28	17	13	19	25
ASV128	128	292	147	114	52	59	29	23	43	57	45	18	157	192	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	130	39	18	0	7	0	13	62	60	92	25	90	43	0	0	0	0	0	0	0	0	0	0	0
ASV129	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	107	200	367	128	136	87	122	192	238	288	28	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV130	177	20	0	90	203	301	133	84	83	65	68	96	276	282	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	258	106	49	0	27	0	49	34	66	76	113	229	372	150	0	26	0	0	41	32	39	123	104	182
ASV132	86	0	0	0	84	123	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	16	0	0	0	0	52	128	163	108	29	0	50	150	54	0	29	35	21	33	267	261	401
ASV133	68	0	0	0	0	0	0	0	248	648	516	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	88	144	78	75	112
ASV134	80	0	0	0	0	0	10	46	584	984	296	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	69	207	135	55	76	61	67	97	81	154	130	0	51	0	119	113	102	34	97	51	65	76	99	0
ASV136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	30	105	165	373	261	173	103	84	50	79	0	0	0	0	0	0	191	96	43	0	64	0	106
ASV137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	108	152	53	19	0	26	24	55	0	0	334	216	109	277	258	75	0	63	84	92	82	0	0	0
ASV138	138	135	112	227	112	69	35	62	41	35	31	40	349	341	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV139	156	0	0	0	0	0	29	285	1069	303	90	117	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	492	672	158	53	11	0	25	22	21	15	168	107	156
ASV141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	4	0	14	98	266	444	266	132	158	161	107	192
ASV142	69	0	0	0	0	65	0	0	23	0	30	0	0	0	0	153	50	0	141	335	223	134	0	107	62	65	50	181	147	159	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30	0	0	0	0
ASV143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	69	179	0	0	0	95	0	0	0	0	0	0	41	143	782	652	0	0	0
ASV144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	8	0	0	0	89	154	491	53	49	83	46	0	0	0	0	0	0	0	123	376	413	0	0	0
ASV145	197	129	227	218	165	116	53	72	107	52	92	88	151	133	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV146	43	0	0	0	0	0	0	0	216	580	214	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	38	0	0	0	0	0	0	44	358	291	62	0	31	18
ASV147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	360	302	200	169	80	113	62	54	60	44	62	100	102	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	118	195	253	294	144	45	91	94	69	109	49	80	90
ASV149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	298	210	118	63	50	66	89	79	74	85	133	0	108	84	92	63	0	75	72	44	44	0	41	0
ASV150	298	0	0	0	174	325	141	114	143	114	78	111	130	174	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	47	156	163	69	82	77	91	84	327	283	384
ASV152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	243	295	269	93	124	68	110	118	115	109	29	0	0	0	31	57	30	0	0	0	0	32	0	38
ASV153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	633	324	163	44	59	61	105	100	134	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	69	221	414	727	159	131	147
ASV155	80	0	0	0	0	115	158	71	47	45	26	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	126	139	100	64	63	68	198	184	291
ASV156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	16	0	0	39	178	564	377	122	127	119	95	150
ASV157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	100	299	441	245	258	0	0	73	57	0	0	0	0	0	0	105	74	0	52	0	0	0
ASV158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	72	798	555	184	102	22	37	37
ASV159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	64	170	137	64	78	45	81	20	0	33	192	20	0	0	234	136	67	64	85	73	74	66	57	76
ASV160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	965	246	95	45	81	74	75	46	69	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	69	171	407	320	157	155	217	28	28	47	40	0	0	0	0	0	0	31	0	63	0	0	0	0
ASV162	145	53	123	178	85	40	31	15	43	42	25	26	330	341	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	279	239	174	139	0	36	38	72	56	38	52	260	167	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	79	217	772	696	22	14	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV165	131	728	153	63	0	51	40	45	60	73	41	51	112	148	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	103	454	323	214	181	202	53	66	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	52	168	301	239	0	71	96	92	120	130	166	118
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	104	130	144	96	80	41	63	0	57	90	123	0	0	74	131	110	92	54	41	39	46	89	78	90
ASV169	225	0	0	0	0	92	435	387	319	124	95	77	17	0	26	0	0	0	0	0	0	0	36	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	520	710	196	76	39	22	24	20	21	22	31	25	19
ASV171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	38	292	399	152	111	61	45	73	82	87	80	15	0	0	33	16	8	10	9	8	0	0	22	0	0	0	0	38	43	17	16	11	16	10	0	0
ASV172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	53	237	223	143	115	165	64	75	93	114	0	0	0	0	0	0	100	50	0	0	84	80	111
ASV173	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	367	227	74	35	68	46	37	63	81	119	110	77	88	172	0	0	0	26	23	24	25	41	0	33
ASV174	175	0	0	0	0	177	236	188	128	156	104	126	149	177	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	197	311	123	71	68	288	285	330
ASV176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	86	294	435	609	81	69	131
ASV177	179	0	0	0	155	167	88	59	79	81	50	56	150	211	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	55	0	0	41	0	45	49	0	67
ASV178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	165	198	210	138	107	129	195	137	262
ASV179	180	0	0	0	0	24	278	548	399	133	59	88	31	22	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	58	64	119	154	123	116	131	81	54	78	91	191	176	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	116	60	0	0	90	0	0	0	0	170	66	142	253	184	182	0	0	74	64	67	68	84	74
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	31	59	120	252	142	88	87	95	92	151	111	100	143
ASV183	47	56	65	0	0	0	0	0	0	0	18	23	95	100	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	558	561	0	0	0	0	0	0	0	0	0	0	0
ASV184	182	400	132	299	236	0	0	73	52	42	0	71	102	78	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	108	512	557	171	83	83	104	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	76	0	0	0	42	0	0	23	89	49	81	0	0	0	0	0	0	0	0	0	0	0	186	0	64	136	171	109	77	68	118	124	123	67	68	44
ASV187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	126	379	345	113	154	92	106	0	115	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV188	247	1069	208	0	55	0	0	38	32	33	22	25	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	8	5	0	0	120	307	350	193	114	166	103	72	87
ASV190	105	0	0	0	0	150	292	163	78	48	63	83	0	14	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	56	149	117	68	40	32	49	53	62
ASV191	57	0	0	0	0	0	0	93	158	181	237	189	71	58	0	0	0	0	0	0	0	0	0	149	147	207	113	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	3	0
ASV192	52	0	0	0	0	0	0	0	113	261	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	131	216	336	113	122	137
ASV193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	54	195	694	504	134	34	35	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV194	42	0	0	0	0	0	0	0	166	501	574	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	41	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV195	180	51	77	122	100	126	104	86	132	142	121	98	107	115	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV196	37	0	0	0	0	0	0	0	78	197	267	371	0	0	28	26	0	0	0	0	0	0	27	73	83	192	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	63	413	474	85	35	31	135	133	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV198	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	51	136	190	106	104	0	0	0	120	0	0	0	0	105	232	240	116	63	50	0	0	0
ASV199	98	0	0	0	0	213	139	0	42	40	40	0	41	59	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	41	69	35	19	41	0	45	90	57	89	0	0	0	31	0	0	37	28	0	34	90	78	99
ASV200	173	18	0	0	107	228	124	74	136	94	103	102	148	140	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	11	0	17	100	297	371	229	120	145	69	46	66
ASV202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	122	267	250	142	188	158	148	0	76	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV203	110	30	0	163	91	0	0	51	30	48	0	37	261	354	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV204	0	31	0	39	0	73	56	37	84	0	0	31	39	60	59	133	0	0	97	181	161	0	0	69	44	60	74	123	88	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV205	159	731	199	105	0	40	0	0	41	34	0	22	84	102	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	434	268	205	0	0	0	0	0	0	42	0	212	140	144	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV207	68	0	0	0	0	0	0	0	129	225	420	747	11	17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV208	68	0	0	0	0	0	0	0	124	327	258	114	95	113	109	0	0	0	0	0	0	0	0	85	128	124	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	0	0	0	0	0	41	843	498	127	58	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV210	120	12	0	0	0	132	229	177	154	102	82	75	168	152	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	195	175	0	149	136	70	86	96	83	115	75	0	0	0	0	0	0	0	0	0	0	0	71	35	44	0	0	0	0	0	17	0	0	40	27	49
ASV212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	38	0	89	191	173	0	79	129	86	97	85	209	143	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	176	194	76	78	51	0	54	55	60	62	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	102	153	84	58	0	22	45	40	69
ASV214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	323	335	147	86	0	0	0	0	49	24	34	131	133	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV215	0	0	0	0	0	0	0	0	87	242	680	537	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	850	590	65	0	0	0	16	0	0	0	0	0	0
ASV217	113	440	157	77	0	52	0	56	36	30	22	57	157	215	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	81	154	220	218	0	166	0	80	80	98	77	144	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV219	0	54	12	0	0	0	0	0	58	152	78	152	0	0	0	0	48	0	0	0	0	0	0	72	68	84	119	0	0	0	0	63	39	41	44	55	68	66	0	0	0	0	68	55	0	0	0	0	0	56	54	75	0	0	0
ASV220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	38	216	241	199	136	168	84	138	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV221	56	0	0	0	0	0	83	78	45	17	0	26	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	30	37	42	0	0	0	125	0	28	0	0	238	223	134	121	0	0	0	119	128
ASV222	286	0	0	0	0	139	413	157	100	82	51	60	56	146	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	95	197	212	83	84	50	88	180	99	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	296	208	154	140	97	69	118	84	111
ASV225	90	0	0	0	0	43	181	126	79	68	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	14	0	0	0	71	130	78	42	20	41	132	132	193
ASV226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	11	46	150	281	157	147	119	159	180	0	0	0	0	0	0	0	32	17	0	32	34	38	29
ASV227	180	208	129	87	49	55	79	66	63	61	57	52	105	201	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV228	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	53	51	162	205	142	0	0	43	65	40	38	201	198	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	12	52	60	70	42	51	11	0	19	231	36	0	0	0	121	109	140	98	64	59	94	99	94
ASV230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	365	347	97	41	41	73	42	64	105	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV231	40	0	0	0	0	0	0	16	166	247	441	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	3	0	0	0	3	0	0	0	0	0	0	0	9	20	0	0	0	0
ASV232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	2	0	0	0	106	727	384	121	58	27	37	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	824	505	0	0	0	0	0	0	0	0	0	0	86
ASV234	50	0	0	0	0	0	98	66	55	23	26	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	112	236	233	115	98	90	34	34	61
ASV235	107	0	0	0	0	0	44	540	557	138	54	50	17	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
